iteration,sigma,rho,Q,bestLength,bestCurrent,nBestPathAnts,nBestCurrentPathAnts
1,0,0.8,20,506.76488596802,506.76488596802,0,1
1,0,0.8,20,513.553931673007,513.553931673007,0,1
1,0,0.8,20,511.477000407,511.477000407,0,1
1,0,0.8,20,460.292845492205,460.292845492205,0,1
1,0,0.8,20,504.538953527569,504.538953527569,0,1
1,0,0.8,20,495.285442920079,495.285442920079,0,1
1,0,0.8,20,510.337028968029,510.337028968029,0,1
1,0,0.8,20,503.769272452984,503.769272452984,0,1
1,0,0.8,20,465.603098305318,465.603098305318,0,1
1,0,0.8,20,491.812301597323,491.812301597323,0,1
1,2,0.8,20,484.658910897134,484.658910897134,0,1
1,2,0.8,20,512.483878729049,512.483878729049,0,1
1,2,0.8,20,496.391170594666,496.391170594666,0,1
1,2,0.8,20,491.33309176926,491.33309176926,0,1
1,2,0.8,20,466.363840594187,466.363840594187,0,1
1,2,0.8,20,430.669186469783,430.669186469783,0,1
1,2,0.8,20,518.275170622377,518.275170622377,0,1
1,2,0.8,20,506.844856173757,506.844856173757,0,1
1,2,0.8,20,524.211444119105,524.211444119105,0,1
1,2,0.8,20,509.402475237377,509.402475237377,0,1
1,4,0.8,20,510.386000917698,510.386000917698,0,1
1,4,0.8,20,482.121054267571,482.121054267571,0,1
1,4,0.8,20,511.30294082073,511.30294082073,0,1
1,4,0.8,20,506.629237867993,506.629237867993,0,1
1,4,0.8,20,467.165177511998,467.165177511998,0,1
1,4,0.8,20,498.876551477482,498.876551477482,0,1
1,4,0.8,20,513.158698701054,513.158698701054,0,1
1,4,0.8,20,507.602660718542,507.602660718542,0,1
1,4,0.8,20,500.861473111496,500.861473111496,0,1
1,4,0.8,20,517.87293539042,517.87293539042,0,1
1,6,0.8,20,473.674816815926,473.674816815926,0,1
1,6,0.8,20,481.964567971923,481.964567971923,0,1
1,6,0.8,20,444.646700417174,444.646700417174,0,1
1,6,0.8,20,466.040523369008,466.040523369008,0,1
1,6,0.8,20,519.535426823094,519.535426823094,0,1
1,6,0.8,20,527.240461132479,527.240461132479,0,1
1,6,0.8,20,472.024312125471,472.024312125471,0,1
1,6,0.8,20,470.323844063911,470.323844063911,0,1
1,6,0.8,20,501.239232726676,501.239232726676,0,1
1,6,0.8,20,503.58541813054,503.58541813054,0,1
1,8,0.8,20,498.693618327996,498.693618327996,0,1
1,8,0.8,20,510.716092233689,510.716092233689,0,1
1,8,0.8,20,509.658047364145,509.658047364145,0,1
1,8,0.8,20,535.836110831905,535.836110831905,0,1
1,8,0.8,20,448.982906091202,448.982906091202,0,1
1,8,0.8,20,528.632865874063,528.632865874063,0,1
1,8,0.8,20,483.278121765892,483.278121765892,0,1
1,8,0.8,20,514.383449041186,514.383449041186,0,1
1,8,0.8,20,473.354490529956,473.354490529956,0,1
1,8,0.8,20,490.429299165612,490.429299165612,0,1
1,10,0.8,20,515.355979847678,515.355979847678,0,1
1,10,0.8,20,479.725729956079,479.725729956079,0,1
1,10,0.8,20,515.711236794095,515.711236794095,0,1
1,10,0.8,20,476.483704622,476.483704622,0,1
1,10,0.8,20,518.771260417927,518.771260417927,0,1
1,10,0.8,20,476.093269201534,476.093269201534,0,1
1,10,0.8,20,494.932465493602,494.932465493602,0,1
1,10,0.8,20,506.582091262017,506.582091262017,0,1
1,10,0.8,20,463.862139487332,463.862139487332,0,1
1,10,0.8,20,494.376796646548,494.376796646548,0,1
1,12,0.8,20,483.077008790181,483.077008790181,0,1
1,12,0.8,20,507.751539720802,507.751539720802,0,1
1,12,0.8,20,468.870950198125,468.870950198125,0,1
1,12,0.8,20,501.519654630849,501.519654630849,0,1
1,12,0.8,20,494.240684002155,494.240684002155,0,1
1,12,0.8,20,484.865356462733,484.865356462733,0,1
1,12,0.8,20,503.129151927628,503.129151927628,0,1
1,12,0.8,20,509.815727434479,509.815727434479,0,1
1,12,0.8,20,486.208795216543,486.208795216543,0,1
1,12,0.8,20,482.584445751232,482.584445751232,0,1
1,14,0.8,20,478.01786075406,478.01786075406,0,1
1,14,0.8,20,511.385670498838,511.385670498838,0,1
1,14,0.8,20,522.095755651249,522.095755651249,0,1
1,14,0.8,20,505.86442942377,505.86442942377,0,1
1,14,0.8,20,472.759147833027,472.759147833027,0,1
1,14,0.8,20,511.30942293981,511.30942293981,0,1
1,14,0.8,20,474.375731265323,474.375731265323,0,1
1,14,0.8,20,442.080392079738,442.080392079738,0,1
1,14,0.8,20,501.041758067523,501.041758067523,0,1
1,14,0.8,20,503.149151042995,503.149151042995,0,1
1,16,0.8,20,503.688370411121,503.688370411121,0,1
1,16,0.8,20,534.072999001081,534.072999001081,0,1
1,16,0.8,20,496.018204724903,496.018204724903,0,1
1,16,0.8,20,488.29531042653,488.29531042653,0,1
1,16,0.8,20,444.869659344956,444.869659344956,0,1
1,16,0.8,20,472.076865930934,472.076865930934,0,1
1,16,0.8,20,475.335405964164,475.335405964164,0,1
1,16,0.8,20,504.836030287835,504.836030287835,0,1
1,16,0.8,20,512.738788586732,512.738788586732,0,1
1,16,0.8,20,450.010113473859,450.010113473859,0,1
1,18,0.8,20,502.291796660658,502.291796660658,0,1
1,18,0.8,20,507.138930525114,507.138930525114,0,1
1,18,0.8,20,474.340046850173,474.340046850173,0,1
1,18,0.8,20,484.781095431513,484.781095431513,0,1
1,18,0.8,20,482.563524649517,482.563524649517,0,1
1,18,0.8,20,462.269887763237,462.269887763237,0,1
1,18,0.8,20,504.341476294671,504.341476294671,0,1
1,18,0.8,20,480.760793926743,480.760793926743,0,1
1,18,0.8,20,473.098979391859,473.098979391859,0,1
1,18,0.8,20,516.199073908088,516.199073908088,0,1
1,20,0.8,20,488.030192270854,488.030192270854,0,1
1,20,0.8,20,506.221474911835,506.221474911835,0,1
1,20,0.8,20,457.003108184111,457.003108184111,0,1
1,20,0.8,20,498.657208056309,498.657208056309,0,1
1,20,0.8,20,501.513780034155,501.513780034155,0,1
1,20,0.8,20,506.387473961062,506.387473961062,0,1
1,20,0.8,20,465.647514025866,465.647514025866,0,1
1,20,0.8,20,502.845797052915,502.845797052915,0,1
1,20,0.8,20,477.939626773995,477.939626773995,0,1
1,20,0.8,20,519.105935443552,519.105935443552,0,1
1,22,0.8,20,527.239686967227,527.239686967227,0,1
1,22,0.8,20,479.47195824,479.47195824,0,1
1,22,0.8,20,497.279904570877,497.279904570877,0,1
1,22,0.8,20,473.833915896752,473.833915896752,0,1
1,22,0.8,20,438.618762687082,438.618762687082,0,1
1,22,0.8,20,495.311840770145,495.311840770145,0,1
1,22,0.8,20,487.08870374563,487.08870374563,0,1
1,22,0.8,20,546.864266896474,546.864266896474,0,1
1,22,0.8,20,494.982650916809,494.982650916809,0,1
1,22,0.8,20,497.603555989222,497.603555989222,0,1
1,24,0.8,20,521.928321553361,521.928321553361,0,1
1,24,0.8,20,514.82432578027,514.82432578027,0,1
1,24,0.8,20,516.610224198363,516.610224198363,0,1
1,24,0.8,20,522.155266936267,522.155266936267,0,1
1,24,0.8,20,476.815786863673,476.815786863673,0,1
1,24,0.8,20,500.943709908624,500.943709908624,0,1
1,24,0.8,20,487.485789545464,487.485789545464,0,1
1,24,0.8,20,496.218436101231,496.218436101231,0,1
1,24,0.8,20,478.525320740505,478.525320740505,0,1
1,24,0.8,20,479.229157208373,479.229157208373,0,1
1,26,0.8,20,481.411792341653,481.411792341653,0,1
1,26,0.8,20,525.150114230487,525.150114230487,0,1
1,26,0.8,20,517.140071301479,517.140071301479,0,1
1,26,0.8,20,489.611900161803,489.611900161803,0,1
1,26,0.8,20,494.122331963533,494.122331963533,0,1
1,26,0.8,20,515.23842037337,515.23842037337,0,1
1,26,0.8,20,495.693753406782,495.693753406782,0,1
1,26,0.8,20,471.581549414738,471.581549414738,0,1
1,26,0.8,20,469.116344059996,469.116344059996,0,1
1,26,0.8,20,460.499463118098,460.499463118098,0,1
1,28,0.8,20,496.989807366347,496.989807366347,0,1
1,28,0.8,20,497.114974039758,497.114974039758,0,1
1,28,0.8,20,495.196968390131,495.196968390131,0,1
1,28,0.8,20,484.825942199173,484.825942199173,0,1
1,28,0.8,20,489.341875324485,489.341875324485,0,1
1,28,0.8,20,487.884188583214,487.884188583214,0,1
1,28,0.8,20,465.545507891541,465.545507891541,0,1
1,28,0.8,20,477.526463745519,477.526463745519,0,1
1,28,0.8,20,495.056996714004,495.056996714004,0,1
1,28,0.8,20,490.270788285133,490.270788285133,0,1
1,30,0.8,20,484.386439306917,484.386439306917,0,1
1,30,0.8,20,482.323696019896,482.323696019896,0,1
1,30,0.8,20,467.242063581208,467.242063581208,0,1
1,30,0.8,20,499.16571026496,499.16571026496,0,1
1,30,0.8,20,512.076506320018,512.076506320018,0,1
1,30,0.8,20,503.839835596314,503.839835596314,0,1
1,30,0.8,20,486.50348548714,486.50348548714,0,1
1,30,0.8,20,510.071044449161,510.071044449161,0,1
1,30,0.8,20,491.45065439169,491.45065439169,0,1
1,30,0.8,20,487.845401142513,487.845401142513,0,1
1,32,0.8,20,519.047926610082,519.047926610082,0,1
1,32,0.8,20,509.299740791017,509.299740791017,0,1
1,32,0.8,20,528.099960412152,528.099960412152,0,1
1,32,0.8,20,515.317972501715,515.317972501715,0,1
1,32,0.8,20,462.741289245194,462.741289245194,0,1
1,32,0.8,20,482.83694845194,482.83694845194,0,1
1,32,0.8,20,465.771377046177,465.771377046177,0,1
1,32,0.8,20,489.941162613591,489.941162613591,0,1
1,32,0.8,20,487.590459820753,487.590459820753,0,1
1,32,0.8,20,518.362990430826,518.362990430826,0,1
1,34,0.8,20,454.24839795518,454.24839795518,0,1
1,34,0.8,20,526.724775170876,526.724775170876,0,1
