iterations,currBestLength,bestLength,nBestPathAnts,nBestCurrentPathAnts,apha,beta,rho,Q,sigma,nAnts,nCities,pheremonesDiversity,hammingDistance2,diversityOfLength
85,213.952575683594,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1966340412288,25.4894736842105,0
86,216.361845016479,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0203882604225,25.4894736842105,0
87,212.474050521851,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0982303910233,25.7368421052632,0
88,218.485916137695,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1421261042385,25.4894736842105,0
89,213.497490882874,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0675035106024,21.7789473684211,0
90,216.000346183777,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1177176594799,23.5105263157895,0
91,219.748028755188,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1424969515794,24.7473684210526,0
92,221.014541625977,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0595969404723,25.4894736842105,0
93,219.111788749695,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0517840604041,21.7789473684211,0
94,217.121861457825,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.166431537174,24.7473684210526,0
95,228.216593742371,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1465989479465,25.7368421052632,0
96,219.111788749695,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1969879489562,23.5105263157895,0
97,214.84569978714,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0955809594026,25.4894736842105,0
98,219.111788749695,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1364837826038,24.7473684210526,0
99,224.873152732849,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0942035397975,25.7368421052632,0
100,213.60718536377,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0320805690602,25.7368421052632,0
101,213.952575683594,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.2037820060817,25.7368421052632,0
102,232.476168632507,207.873221635818,0,0,1,2,0.7,50,20,20,48,9.93469873522126,25.7368421052632,0
103,216.000346183777,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0188198223491,25.4894736842105,0
104,209.851021289825,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1387215589472,24.7473684210526,0
105,220.15568447113,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0859861774816,24.7473684210526,0
106,216.000346183777,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1138242103795,23.5105263157895,0
107,209.851021289825,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0879069060453,23.5105263157895,0
108,228.216593742371,207.873221635818,0,0,1,2,0.7,50,20,20,48,9.98996448927693,25.4894736842105,0
109,210.419725179672,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0964339229643,23.5105263157895,0
110,209.851021289825,207.873221635818,0,0,1,2,0.7,50,20,20,48,9.98488510347083,25.4894736842105,0
111,213.384118556976,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0748901450499,25.7368421052632,0
112,228.216593742371,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0365691526884,25.7368421052632,0
113,220.15568447113,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.157836460246,25.4894736842105,0
114,220.32080745697,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1230737822506,25.4894736842105,0
115,213.497490882874,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1536716821306,25.7368421052632,0
116,217.395289421082,207.873221635818,0,0,1,2,0.7,50,20,20,48,9.99495266567967,25.7368421052632,0
117,210.419725179672,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0702327656087,25.4894736842105,0
118,221.648331642151,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.105042900565,24.7473684210526,0
119,215.966488838196,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1814772158624,24.7473684210526,0
120,216.361845016479,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1434821184878,25.7368421052632,0
121,222.071756362915,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1250236036788,25.7368421052632,0
122,225.207705497742,207.873221635818,0,0,1,2,0.7,50,20,20,48,9.97027475650996,23.5105263157895,0
123,218.485916137695,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1478758495382,25.4894736842105,0
124,232.476168632507,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1479139043254,24.7473684210526,0
125,209.851021289825,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.055008407267,23.5105263157895,0
126,213.952575683594,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1320103838315,25.7368421052632,0
127,212.474050521851,207.873221635818,0,0,1,2,0.7,50,20,20,48,9.9818990702421,25.2368421052632,4.98825687037923
128,213.384118556976,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.2325309132353,16.8315789473684,0
129,213.384118556976,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0610364218836,21.7789473684211,0
130,211.4439432621,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.2158016083366,24.7473684210526,0
131,211.4439432621,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1419618094233,24.7473684210526,0
132,222.071756362915,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0821420731752,23.5105263157895,0
133,219.059122085571,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1893471373742,25.4894736842105,0
134,219.748028755188,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0334481528878,21.7789473684211,0
135,228.216593742371,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1602951693674,24.7473684210526,0
136,210.79617357254,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0753847405792,24.7473684210526,0
137,211.534198284149,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0657154011067,24.7473684210526,0
138,212.167081832886,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0805684612318,25.7368421052632,0
139,209.851021289825,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.19417439135,21.7789473684211,0
140,209.489489197731,207.873221635818,0,0,1,2,0.7,50,20,20,48,9.99168286207268,25.4894736842105,0
141,211.534198284149,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1352642221394,25.4894736842105,0
142,216.000346183777,207.873221635818,0,0,1,2,0.7,50,20,20,48,9.99666383677893,23.5105263157895,0
143,219.059122085571,207.873221635818,0,0,1,2,0.7,50,20,20,48,5.12042838583512,23.4631578947368,11.6409174391677
144,212.167081832886,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0468963394497,24.7473684210526,0
145,214.84569978714,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.157539210368,24.7473684210526,0
146,212.167081832886,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0079475266102,25.7368421052632,0
147,217.121861457825,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.0868190981848,25.7368421052632,0
148,215.711816310883,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1602261871731,23.5105263157895,0
149,215.966488838196,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.055903200775,24.7473684210526,0
150,221.648331642151,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1660363380605,16.8315789473684,0
151,224.873152732849,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1136091495626,24.7473684210526,0
152,219.111788749695,207.873221635818,0,0,1,2,0.7,50,20,20,48,9.94151973092668,25.7368421052632,0
153,221.325087547302,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.2576613492311,25.4894736842105,0
154,210.419725179672,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1025337440789,25.7368421052632,0
155,219.748028755188,207.873221635818,0,0,1,2,0.7,50,20,20,48,10.1870960401041,23.5105263157895,0
156,207.822611808777,207.822611808777,20,0,1,2,0.7,50,20,20,48,9.99099607623393,23.5105263157895,0
157,210.419725179672,207.822611808777,20,0,1,2,0.7,50,20,20,48,0.0262722933983182,24.7473684210526,0
158,216.528953552246,207.822611808777,8,0,1,2,0.7,50,20,20,48,0.0214851647373724,27.2894736842105,15.9944778980822
159,216.641998410225,207.822611808777,8,0,1,2,0.7,50,20,20,48,0.0457362150204265,27.1473684210526,23.1747306615015
160,205.710199117661,205.710199117661,0,0,1,2,0.7,50,20,20,48,1.06549785315126,27.6421052631579,28.2616171630173
161,200.115396022797,200.115396022797,0,0,1,2,0.7,50,20,20,48,2.40468154441768,26.8578947368421,12.1212155275572
162,214.499720454216,200.115396022797,0,0,1,2,0.7,50,20,20,48,0.0231644997523987,26.4263157894737,7.77637592919205
163,199.278874754906,199.278874754906,0,0,1,2,0.7,50,20,20,48,0.044716801566471,28.6736842105263,26.0435337214705
164,212.387634396553,199.278874754906,0,0,1,2,0.7,50,20,20,48,0.0198891087410846,28.5263157894737,18.3497395268173
165,215.974640548229,199.278874754906,0,0,1,2,0.7,50,20,20,48,1.29098816948059,29.6,27.3559564540878
166,211.875238776207,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.117415713219,25.8894736842105,12.6764778955828
167,222.737434744835,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.1185895301328,25.4894736842105,0
168,206.310180068016,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.1043851612669,25.4894736842105,0
169,206.516640067101,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.0465988425195,23.5105263157895,0
170,204.502726912498,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.214561608447,25.4894736842105,0
171,222.737434744835,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.1166347016864,24.7473684210526,0
172,209.6619399786,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.1217220077254,13.6157894736842,0
173,203.934269785881,199.278874754906,0,0,1,2,0.7,50,20,20,48,10.9575485834794,25.4894736842105,0
174,209.609273314476,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.0864877249619,24.7473684210526,0
175,206.310180068016,199.278874754906,0,0,1,2,0.7,50,20,20,48,10.9981719990562,25.7368421052632,0
176,210.298179984093,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.183295174908,23.5105263157895,0
177,205.395851016045,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.0480429116311,25.7736842105263,4.92651799405892
178,204.047642111778,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.1116552158652,23.5105263157895,0
179,217.412752509117,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.1627923346447,25.4894736842105,0
180,207.079104781151,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.059590855627,25.4894736842105,0
181,218.766744971275,199.278874754906,0,0,1,2,0.7,50,20,20,48,10.9587769700044,23.5105263157895,0
182,206.965808272362,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.0054659445714,24.7473684210526,0
183,206.096888899803,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.0567482872014,25.4894736842105,0
184,211.875238776207,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.143629068188,25.7368421052632,0
185,207.945440649986,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.0675490212684,19.5526315789474,0
186,206.310180068016,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.0379734955838,25.4894736842105,0
187,204.676042437553,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.1813452210994,25.7368421052632,0
188,205.395851016045,199.278874754906,0,0,1,2,0.7,50,20,20,48,11.102425634914,25.7368421052632,0
189,198.372763037682,198.372763037682,20,0,1,2,0.7,50,20,20,48,10.9579954428351,24.7473684210526,0
190,210.870958685875,198.372763037682,20,0,1,2,0.7,50,20,20,48,0.0288748792230564,21.7789473684211,0
191,203.600134968758,198.372763037682,12,0,1,2,0.7,50,20,20,48,0.0399774783718457,27.1631578947368,15.1423107754716
192,208.53336584568,198.372763037682,3,0,1,2,0.7,50,20,20,48,0.142056603991088,26.3684210526316,20.3165771950818
193,200.590408325195,198.372763037682,3,0,1,2,0.7,50,20,20,48,2.36254024763591,26.1578947368421,6.19848278241374
194,207.960159897804,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.3650064315268,25.4894736842105,0
195,203.600134968758,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.2507274655518,24.7473684210526,0
196,200.270417332649,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.0840659245661,25.4894736842105,0
197,201.008442044258,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.3692009711397,24.7473684210526,0
198,208.53336584568,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1424724472876,25.4894736842105,0
199,200.270417332649,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1677382196199,25.4894736842105,0
200,201.008442044258,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.2369989353296,24.7473684210526,0
201,203.600134968758,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1332132985162,25.7368421052632,0
202,220.248422265053,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1540578166185,25.4894736842105,0
203,203.47386944294,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1231474167832,25.4894736842105,0
204,207.960159897804,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.0873769160037,23.5105263157895,0
205,205.836088776588,198.372763037682,0,0,1,2,0.7,50,20,20,48,10.995715866966,25.4894736842105,0
206,209.795051217079,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.0296587241298,21.7789473684211,0
207,201.641325592995,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.2007142421474,24.7473684210526,0
208,199.893968939781,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1677443530272,23.5105263157895,0
209,205.474589943886,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.2280783938095,25.4894736842105,0
210,206.596105217934,198.372763037682,0,0,1,2,0.7,50,20,20,48,10.9196480688436,25.8210526315789,11.6416266486403
211,208.586032509804,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.14572364033,25.7368421052632,0
212,202.858362317085,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1778269967081,25.4894736842105,0
213,205.876985192299,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.3278087497633,23.5105263157895,0
214,210.372105240822,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1256656823113,25.4894736842105,0
215,221.661527276039,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.2175005482037,24.7473684210526,0
216,204.319943547249,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.2453763691416,24.7473684210526,0
217,221.950412392616,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1581941347011,19.5526315789474,0
218,205.876985192299,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1537183288289,25.7368421052632,0
219,210.799331307411,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.2517040819635,25.7368421052632,0
220,221.950412392616,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1082564275213,23.5105263157895,0
221,203.081429123878,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1531405471997,24.7473684210526,0
222,205.836088776588,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1014769138139,25.4894736842105,0
223,209.222272515297,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1728700211188,24.7473684210526,0
224,201.008442044258,198.372763037682,0,0,1,2,0.7,50,20,20,48,11.1249964009725,25.7368421052632,0
225,197.296855568886,197.296855568886,20,0,1,2,0.7,50,20,20,48,11.1706763747489,25.4894736842105,0
226,205.440732598305,197.296855568886,20,0,1,2,0.7,50,20,20,48,0.0288175978733514,25.4894736842105,0
227,203.47386944294,197.296855568886,7,0,1,2,0.7,50,20,20,48,0.0187571612446301,27.2947368421053,35.479264367112
228,205.37055182457,197.296855568886,8,0,1,2,0.7,50,20,20,48,0.0541308416860532,28.1473684210526,23.9738861306345
229,204.167031407356,197.296855568886,6,0,1,2,0.7,50,20,20,48,0.978061030180937,28.3842105263158,23.6068795797667
230,203.626221299171,197.296855568886,4,0,1,2,0.7,50,20,20,48,1.24993772491804,25.9894736842105,9.77039423745933
231,220.022430539131,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.4954056894186,25.4894736842105,0
232,200.9303804636,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.3449305460195,25.7368421052632,0
233,201.672153115273,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.3559167045767,25.4894736842105,0
234,204.941551327705,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.3203641726442,24.7473684210526,0
235,199.71334373951,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.4794561830583,25.4894736842105,0
236,199.080460190773,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.4042645249765,23.5105263157895,0
237,215.762855648994,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.2525799012416,25.4894736842105,0
238,203.092999577522,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.4135102950421,23.5105263157895,0
239,203.258078217506,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.2446583076278,24.7473684210526,0
240,201.672153115273,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.4701585093765,25.7368421052632,0
241,209.618018269539,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.3204355076521,25.4894736842105,0
242,203.51275074482,197.296855568886,0,0,1,2,0.7,50,20,20,48,11.3546716271526,25.7368421052632,0
