iterations,currBestLength,bestLength,nBestPathAnts,nBestCurrentPathAnts,apha,beta,rho,Q,sigma,nAnts,nCities,pheremonesDiversity,hammingDistance2,diversityOfLength
93,256.9429641366,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.18542405874483,25.4894736842105,0
94,253.946993887424,249.310591876507,0,0,1,2,0.7,50,20,20,48,6.20617500231964,22.6526315789474,10.2852498219651
95,252.295153200626,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.03816492044331,25.4894736842105,0
96,258.932891428471,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.12238987585729,24.7473684210526,0
97,256.182947695255,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.02196483345299,25.4894736842105,0
98,258.307018816471,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.15479957662317,25.4894736842105,0
99,257.216392099857,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.11443438580244,24.7473684210526,0
100,270.59528118372,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.02795019011553,24.7473684210526,0
101,255.787591516972,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.13687984673844,25.4894736842105,0
102,253.77367836237,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.128721048587,21.7789473684211,0
103,256.223844110966,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.21135080474201,25.4894736842105,0
104,256.236759722233,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.02708242916211,24.7473684210526,0
105,253.820728361607,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.10122418332544,24.7473684210526,0
106,261.146190226078,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.05720850174891,25.4894736842105,0
107,256.236759722233,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.13096241652928,25.4894736842105,0
108,253.318593561649,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.00630919562295,25.7368421052632,0
109,256.182947695255,249.310591876507,0,0,1,2,0.7,50,20,20,48,6.99633993351125,25.7368421052632,0
110,258.307018816471,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.1920332132513,24.7473684210526,0
111,255.581131517887,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.13324509641793,25.7368421052632,0
112,269.559852182865,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.17845684532019,23.5105263157895,0
113,255.787591516972,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.14055506036529,23.5105263157895,0
114,250.240827858448,249.310591876507,0,0,1,2,0.7,50,20,20,48,6.98962920806537,25.4894736842105,0
115,260.374978601933,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.07456402851001,25.4894736842105,0
116,268.037696421146,249.310591876507,0,0,1,2,0.7,50,20,20,48,6.97743991877345,25.4894736842105,0
117,251.265045940876,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.01476544816076,25.4894736842105,0
118,256.9429641366,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.06011124277859,21.7789473684211,0
119,255.581131517887,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.12178538101692,24.7473684210526,0
120,258.307018816471,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.04625839555969,24.7473684210526,0
121,253.820728361607,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.14145525764012,25.4894736842105,0
122,268.037696421146,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.08762051277349,24.7473684210526,0
123,258.932891428471,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.10425493875581,25.7368421052632,0
124,257.216392099857,249.310591876507,0,0,1,2,0.7,50,20,20,48,6.98370885830039,25.7368421052632,0
125,261.146190226078,249.310591876507,0,0,1,2,0.7,50,20,20,48,6.99232519163075,25.4894736842105,0
126,255.581131517887,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.10335826519203,25.4894736842105,0
127,257.216392099857,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.12434264966399,25.4894736842105,0
128,251.988184511662,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.18229668654368,23.5105263157895,0
129,256.350056231022,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.14306175744479,25.4894736842105,0
130,258.307018816471,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.07260272625208,24.7473684210526,0
131,259.569131433964,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.05240140521806,23.5105263157895,0
132,260.835644304752,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.16229895354798,25.7368421052632,0
133,260.835644304752,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.09216508618846,25.4894736842105,0
134,256.350056231022,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.08032316222462,23.5105263157895,0
135,253.318593561649,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.05945911597096,21.7789473684211,0
136,261.892859041691,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.06904916804858,25.7368421052632,0
137,255.787591516972,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.16742249317963,13.6157894736842,0
138,261.469434320927,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.15994531732497,25.4894736842105,0
139,258.932891428471,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.17994564917318,21.7789473684211,0
140,261.892859041691,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.11592546771716,25.4894736842105,0
141,266.683703958988,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.10724195099901,25.7368421052632,0
142,256.182947695255,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.21032741593418,25.4894736842105,0
143,251.265045940876,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.09889848573515,21.7789473684211,0
144,253.318593561649,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.05363728856755,21.7789473684211,0
145,266.683703958988,249.310591876507,0,0,1,2,0.7,50,20,20,48,4.46305395240134,22.7315789473684,5.88449346443768
146,272.297271311283,249.310591876507,0,0,1,2,0.7,50,20,20,48,6.18241305877756,25.6473684210526,3.13959428290914
147,255.367840349674,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.18505756587923,25.4894736842105,0
148,264.694255411625,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.11557535928464,24.7473684210526,0
149,251.355300962925,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.11926116859221,25.4894736842105,0
150,253.820728361607,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.14188116313985,19.5526315789474,0
151,258.880224764347,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.11040296873014,25.7368421052632,0
152,253.318593561649,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.20417412016658,21.7789473684211,0
153,251.355300962925,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.07144374039649,23.5105263157895,0
154,258.307018816471,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.03782661409536,24.7473684210526,0
155,250.240827858448,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.08590488806697,23.5105263157895,0
156,254.666802465916,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.11342832741583,25.4894736842105,0
157,259.569131433964,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.12441488341653,25.4894736842105,0
158,255.367840349674,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.12105211831901,21.7789473684211,0
159,253.318593561649,249.310591876507,0,0,1,2,0.7,50,20,20,48,4.54919820832008,25.7,0.484357877873875
160,272.297271311283,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.05153730883122,25.4894736842105,0
161,256.236759722233,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.09514820570672,24.7473684210526,0
162,260.718964159489,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.13376845265408,23.5105263157895,0
163,269.559852182865,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.0737718354307,25.4894736842105,0
164,258.880224764347,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.14929622473612,25.4894736842105,0
165,254.666802465916,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.18947185229523,24.7473684210526,0
166,255.821448862553,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.15165052579007,25.7368421052632,0
167,255.532918989658,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.16418379531923,25.7368421052632,0
168,261.892859041691,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.06331707755011,25.4894736842105,0
169,255.787591516972,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.2041530302609,25.4894736842105,0
170,261.892859041691,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.16970872101781,21.7789473684211,0
171,261.892859041691,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.03194221372831,25.4894736842105,0
172,261.469434320927,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.12855657594878,25.7368421052632,0
173,261.892859041691,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.10356552981906,23.5105263157895,0
174,257.684122145176,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.08815817495272,25.9157894736842,0.499674753350563
175,251.355300962925,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.19525406280103,25.4894736842105,0
176,258.307018816471,249.310591876507,0,0,1,2,0.7,50,20,20,48,7.07680891017639,25.7368421052632,0
177,247.643714487553,247.643714487553,20,0,1,2,0.7,50,20,20,48,7.08280105123848,25.4894736842105,0
178,258.880224764347,247.643714487553,20,0,1,2,0.7,50,20,20,48,0.0182922258743458,25.4894736842105,0
179,252.295153200626,247.643714487553,9,0,1,2,0.7,50,20,20,48,0.0161433620857773,27.6052631578947,23.7695032286358
180,269.559852182865,247.643714487553,5,0,1,2,0.7,50,20,20,48,0.0120472956878424,28.2894736842105,24.5182898089192
181,262.457456409931,247.643714487553,0,0,1,2,0.7,50,20,20,48,0.0480830564199509,29.2368421052632,29.4144811138818
182,244.157328426838,244.157328426838,0,0,1,2,0.7,50,20,20,48,0.280522594254206,28.3105263157895,21.7832814261195
183,243.217476189137,243.217476189137,0,0,1,2,0.7,50,20,20,48,7.20568785515982,25.8894736842105,4.15155572464671
184,247.443306744099,243.217476189137,0,0,1,2,0.7,50,20,20,48,7.50744872909116,23.5105263157895,0
185,245.180768787861,243.217476189137,0,0,1,2,0.7,50,20,20,48,7.57868808932278,19.5526315789474,0
186,248.045122921467,243.217476189137,0,0,1,2,0.7,50,20,20,48,7.72505516053788,25.7368421052632,0
187,243.850359737873,243.217476189137,0,0,1,2,0.7,50,20,20,48,7.6423933426018,25.4894736842105,0
188,242.10300308466,242.10300308466,0,0,1,2,0.7,50,20,20,48,7.67520526782174,25.7368421052632,0
189,243.850359737873,242.10300308466,0,0,1,2,0.7,50,20,20,48,7.65815753161156,24.7473684210526,0
190,241.172767102718,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.51322061756,25.4894736842105,0
191,245.180768787861,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.50381747628478,24.7473684210526,0
192,250.795066654682,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.51406709517441,24.7473684210526,0
193,246.528977692127,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.55458348614297,25.7368421052632,0
194,253.331609547138,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.58711550613085,25.4894736842105,0
195,245.067396461964,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.67361757361936,24.7473684210526,0
196,251.838962376118,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.52844834105514,24.7473684210526,0
197,261.422027409077,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.55017440991848,24.7473684210526,0
198,256.890983402729,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.5175822751197,24.7473684210526,0
199,251.431306660175,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.61041263878488,21.7789473684211,0
200,245.635853588581,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.55933661514362,25.7368421052632,0
201,248.098934948444,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.58132528042116,25.4894736842105,0
202,252.091774761677,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.57332953432659,25.4894736842105,0
203,253.00836545229,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.5447267437809,25.7368421052632,0
204,245.635853588581,241.172767102718,0,0,1,2,0.7,50,20,20,48,7.50716143991143,25.7368421052632,0
205,239.505889713764,239.505889713764,20,0,1,2,0.7,50,20,20,48,7.57975594717052,24.7473684210526,0
206,262.457456409931,239.505889713764,20,0,1,2,0.7,50,20,20,48,0.0195451633040061,21.7789473684211,0
207,241.420275509357,239.505889713764,10,0,1,2,0.7,50,20,20,48,0.0171205373962424,27.3052631578947,21.1150547828757
208,247.443306744099,239.505889713764,2,0,1,2,0.7,50,20,20,48,0.0132452951463325,29.3526315789474,21.3274076849505
209,247.649766743183,239.505889713764,2,0,1,2,0.7,50,20,20,48,0.0131307790961627,30.3315789473684,20.5549717839743
210,260.105127632618,239.505889713764,0,0,1,2,0.7,50,20,20,48,0.0123011275424368,31.3684210526316,18.9493850957689
211,234.506960570812,234.506960570812,0,0,1,2,0.7,50,20,20,48,0.0909979561388188,31.6105263157895,25.7406991663301
212,246.394988238811,234.506960570812,0,0,1,2,0.7,50,20,20,48,2.0206645711829,29.8578947368421,17.9145386988138
213,233.272186934948,233.272186934948,0,0,1,2,0.7,50,20,20,48,0.612496972759431,29.6105263157895,17.1520681662075
214,235.583389818668,233.272186934948,0,0,1,2,0.7,50,20,20,48,1.24179124488666,26.7473684210526,9.14944918555191
215,240.67547160387,233.272186934948,0,0,1,2,0.7,50,20,20,48,7.84215563985444,26.0157894736842,1.84642192869399
216,244.294723808765,233.272186934948,0,0,1,2,0.7,50,20,20,48,8.15922333855922,25.4894736842105,0
217,238.125881969929,233.272186934948,0,0,1,2,0.7,50,20,20,48,8.15297469817184,24.7473684210526,0
218,239.809135735035,233.272186934948,0,0,1,2,0.7,50,20,20,48,8.2354037771823,25.4894736842105,0
219,234.724125444889,233.272186934948,0,0,1,2,0.7,50,20,20,48,8.06220892350836,17.4842105263158,3.39348475726756
220,235.447264015675,233.272186934948,0,0,1,2,0.7,50,20,20,48,8.16045765915301,25.7368421052632,0
221,243.688679039478,233.272186934948,0,0,1,2,0.7,50,20,20,48,8.23318799943651,24.7473684210526,0
222,239.246671020985,233.272186934948,0,0,1,2,0.7,50,20,20,48,8.14167665050659,21.7789473684211,0
223,244.605269730091,233.272186934948,0,0,1,2,0.7,50,20,20,48,8.0280224646662,25.7368421052632,0
224,231.102793991566,231.102793991566,20,0,1,2,0.7,50,20,20,48,8.10298432087325,25.4894736842105,0
225,239.280528366566,231.102793991566,19,0,1,2,0.7,50,20,20,48,0.0207026919938653,25.7631578947368,5.40534194463147
226,244.294723808765,231.102793991566,7,0,1,2,0.7,50,20,20,48,0.0156448170522113,27.1736842105263,24.8640076938678
227,228.407054007053,228.407054007053,0,0,1,2,0.7,50,20,20,48,0.0290899773530092,29.3263157894737,23.9945275604614
228,235.920102417469,228.407054007053,0,0,1,2,0.7,50,20,20,48,0.0151958399694498,29.8263157894737,17.3661552259116
229,240.402043640614,228.407054007053,0,0,1,2,0.7,50,20,20,48,0.0142415034947037,30.3210526315789,31.0267125332313
230,238.408630669117,228.407054007053,0,0,1,2,0.7,50,20,20,48,0.0288229318440128,30.7842105263158,21.6249415062363
231,227.359250247478,227.359250247478,0,0,1,2,0.7,50,20,20,48,0.0152785319225652,30.3105263157895,23.3203280461572
232,219.011672079563,219.011672079563,0,0,1,2,0.7,50,20,20,48,0.0127353330605964,31.1789473684211,24.8036553683126
233,226.764675915241,219.011672079563,0,0,1,2,0.7,50,20,20,48,0.963084781366705,31.7526315789474,30.7819549970943
234,225.895756542683,219.011672079563,0,0,1,2,0.7,50,20,20,48,8.88469167182169,25.8421052631579,10.6163100121831
235,240.087768375874,219.011672079563,0,0,1,2,0.7,50,20,20,48,9.17207123301354,24.7473684210526,0
236,223.733137428761,219.011672079563,0,0,1,2,0.7,50,20,20,48,9.18931909554712,23.5105263157895,0
237,230.504703342915,219.011672079563,0,0,1,2,0.7,50,20,20,48,9.15451676108833,23.5105263157895,0
238,223.956204235554,219.011672079563,0,0,1,2,0.7,50,20,20,48,9.15296896903461,19.5526315789474,0
239,221.145192444324,219.011672079563,0,0,1,2,0.7,50,20,20,48,9.19312141863683,25.4894736842105,0
240,227.470880329609,219.011672079563,0,0,1,2,0.7,50,20,20,48,9.21609816302957,25.4894736842105,0
241,235.556724369526,219.011672079563,0,0,1,2,0.7,50,20,20,48,4.71010771516264,24.6894736842105,3.31796451223438
242,237.211620151997,219.011672079563,0,0,1,2,0.7,50,20,20,48,9.20221307594388,25.4894736842105,0
243,240.087768375874,219.011672079563,0,0,1,2,0.7,50,20,20,48,9.05796509491271,25.4894736842105,0
244,218.171630680561,218.171630680561,20,0,1,2,0.7,50,20,20,48,9.10425581920008,25.4894736842105,0
245,218.171630680561,218.171630680561,20,0,1,2,0.7,50,20,20,48,0.0237515357293029,25.7368421052632,0
246,224.348644554615,218.171630680561,10,0,1,2,0.7,50,20,20,48,0.0161841436040015,27.8105263157895,24.1207360874102
247,229.460807621479,218.171630680561,6,0,1,2,0.7,50,20,20,48,0.0150258255526853,28.4315789473684,18.8082736707985
