iterations,currBestLength,bestLength,nBestPathAnts,nBestCurrentPathAnts,apha,beta,rho,Q,sigma,nAnts,nCities,pheremonesDiversity,hammingDistance2,diversityOfLength
17,231.880028218031,212.24941560626,0,0,1,2,0.7,50,1,20,48,0.00922084842158664,32.4,25.5727922328156
18,240.515687555075,212.24941560626,0,0,1,2,0.7,50,1,20,48,0.0103604106308455,33.7421052631579,31.8091089135306
19,251.475668996572,212.24941560626,0,0,1,2,0.7,50,1,20,48,0.0103704230505275,33.3263157894737,22.9047401101172
20,223.164924353361,212.24941560626,0,0,1,2,0.7,50,1,20,48,0.0127653625041828,31.8578947368421,30.8113904174544
21,214.019062370062,212.24941560626,0,0,1,2,0.7,50,1,20,48,0.0106547849170203,32.2842105263158,23.537825244504
22,238.648661345243,212.24941560626,0,0,1,2,0.7,50,1,20,48,0.0110491947458014,32.3105263157895,25.1682200326072
23,233.823205798864,212.24941560626,0,0,1,2,0.7,50,1,20,48,0.0106272053705766,33.6578947368421,15.692038978075
24,213.819093555212,212.24941560626,0,0,1,2,0.7,50,1,20,48,0.0121429901064845,34.3,22.9460262912838
25,231.901173323393,212.24941560626,0,0,1,2,0.7,50,1,20,48,0.0136015015279635,31.7947368421053,24.0903892019519
26,205.535846799612,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.010772713973846,31.4368421052632,41.2008939795205
27,231.420846551657,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.011943422377721,32.9210526315789,25.6735577178408
28,218.186819165945,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.0145551275885594,31.7789473684211,27.3329591276388
29,221.643084973097,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.0160561670113976,30.9105263157895,24.6793135132023
30,232.677317708731,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.014698513908563,31.2473684210526,20.6340372961025
31,216.656387656927,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.0137092736201234,30.2684210526316,24.0318415449066
32,226.897417157888,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.0134648257503056,29.8052631578947,28.6684464489223
33,217.317322343588,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.0110124675801236,32.2105263157895,34.4145348802655
34,224.964735358953,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.01102747467819,32.8368421052632,25.8264744379351
35,222.478993624449,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.0135902464277277,31.8,27.5709252361556
36,246.676597326994,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.0123484062831098,33.0894736842105,25.0006508224515
37,225.948198765516,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.0108925940613355,33.0052631578947,20.6050349897414
38,219.980959743261,205.535846799612,0,0,1,2,0.7,50,1,20,48,0.0116360568828409,34.2315789473684,24.8502897906835
39,198.529490798712,198.529490798712,0,0,1,2,0.7,50,1,20,48,0.0155090523393368,32.6578947368421,28.0944088971815
40,191.391289561987,191.391289561987,0,0,1,2,0.7,50,1,20,48,0.015793968224605,29.0578947368421,20.2724694766627
41,195.434156507254,191.391289561987,0,0,1,2,0.7,50,1,20,48,0.0191745027750075,29.4421052631579,31.440628487176
42,215.000481694937,191.391289561987,0,0,1,2,0.7,50,1,20,48,0.0209012525561412,28.9526315789474,27.4215961724251
43,185.047470062971,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0160858434385387,28.5736842105263,19.6610648241036
44,196.882978290319,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0228145624658676,29.3052631578947,27.4771175769227
45,202.932809919119,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.020058072550354,26.3,17.737369809614
46,187.903573840857,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0155438492325939,30.1631578947368,25.4997635526143
47,192.127092927694,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0185183416792741,30.0210526315789,24.0353191885313
48,206.637589067221,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0161484907456283,29.7842105263158,25.7406104881562
49,203.736435264349,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.017318800791128,30.5947368421053,32.6417861282384
50,196.811832875013,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0182362945915581,30.5157894736842,29.2087013184755
51,186.651065200567,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.017528552385243,29.5368421052632,26.6327853870074
52,197.0653385818,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0156371602534624,32.0421052631579,27.0078225398643
53,196.6918874681,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0128357657335928,30.3789473684211,28.2752655243848
54,206.290095955133,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0153447897697474,32.0473684210526,32.3357478446085
55,194.043553441763,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0153212255498922,31.1789473684211,23.8372442075462
56,201.032520860434,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0154877081066293,31.8263157894737,20.6498645034988
57,211.621013015509,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0129900443755368,32.178947368421,26.5682994402282
58,203.497505575418,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0153240009133002,31.2684210526316,22.5775197481301
59,186.889296382666,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0140760689411566,31.3842105263158,24.2947411078352
60,198.248382419348,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0101933637650327,32.6473684210526,26.9179110712752
61,197.827933043242,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0103051026572936,32.1736842105263,27.7609456560631
62,239.292433172464,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0110198606320156,33.1947368421053,27.2964097040446
63,218.035863012075,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0144559749245734,32.2684210526316,24.5521461161082
64,215.673311799765,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0133937206200654,30.9736842105263,22.4836280471201
65,215.218021899462,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0156091754677991,31.1842105263158,22.7662770471736
66,206.880947083235,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0141907993732487,29.7473684210526,21.5816099325067
67,196.977365940809,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0161923943979895,30.7315789473684,27.2103848711762
68,198.514515608549,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0166159049539505,28.2,27.1227688319399
69,207.674223154783,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0175352269847354,30.2526315789474,25.2827187643117
70,191.016237705946,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.021895459390341,29.4894736842105,26.2969868391664
71,213.110251396894,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0185243594209377,29.0052631578947,16.6183983697777
72,218.081631153822,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0159997528190084,27.7789473684211,20.2906317155985
73,209.991213291883,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0173547577358179,29.5894736842105,19.8404151326004
74,197.806763142347,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0148951023347889,30.0473684210526,21.5782982957514
75,198.673213928938,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0164081530340026,29.8684210526316,25.5949092444036
76,204.859909504652,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.017250268366657,29.8578947368421,27.3393766532679
77,205.573048681021,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.015064243992822,30.0473684210526,19.4590336825307
78,223.839293450117,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0145441055272123,30.3947368421053,24.0302425956565
79,203.697854489088,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0130533091811915,31.2789473684211,27.1732437482301
80,202.350094288588,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0143962475364814,30.4210526315789,21.1999572985763
81,192.077761381865,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0162715832667098,29.9631578947368,31.7066185774414
82,202.566488951445,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0181289831820217,28.7578947368421,21.8371737706652
83,189.309791058302,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0188258453409633,28.4947368421053,23.1209975070406
84,199.204547613859,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0184427148560873,30.0842105263158,17.5291303638747
85,207.194244116545,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0159833050597823,28.8526315789474,22.9668207187413
86,190.145218104124,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0162611603465654,30.3052631578947,20.447663743172
87,203.072675675154,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0127180171480571,32.1578947368421,33.9150323545946
88,207.652171820402,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0143358875053983,31.3684210526316,26.5150090913481
89,200.944756478071,185.047470062971,0,0,1,2,0.7,50,1,20,48,0.0159411108794168,30.5631578947368,21.2830082528848
90,171.173946946859,171.173946946859,0,0,1,2,0.7,50,1,20,48,0.0173756513363081,30.7789473684211,31.7845857026259
91,183.330014914274,171.173946946859,0,0,1,2,0.7,50,1,20,48,0.0143233529086831,32.1631578947368,29.5208024616948
92,174.480619996786,171.173946946859,0,0,1,2,0.7,50,1,20,48,0.0209913416289857,29.9105263157895,23.0104847717835
93,168.638811320066,168.638811320066,0,0,1,2,0.7,50,1,20,48,0.0209875812265799,27.4157894736842,25.2348378374087
94,173.565559595823,168.638811320066,0,0,1,2,0.7,50,1,20,48,0.0225020639536415,28.3947368421053,22.8775649057237
95,184.138207167387,168.638811320066,0,0,1,2,0.7,50,1,20,48,0.0185904501960774,30.1210526315789,25.3818688212019
96,179.631624907255,168.638811320066,0,0,1,2,0.7,50,1,20,48,0.0215970199095126,29.9315789473684,21.5951178276651
97,195.705052107573,168.638811320066,0,0,1,2,0.7,50,1,20,48,0.0235518209521941,28.7473684210526,22.5694549263787
98,160.5420589149,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0222769597835835,27.5947368421053,30.2666894414953
99,178.53355333209,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0278461217792834,24.2421052631579,23.9643093578152
100,164.12626311183,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0302142131675507,26.4736842105263,19.4016151102338
101,163.342341154814,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0327186706695073,26.8578947368421,18.6035067531817
102,174.057464331388,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0290440247721692,27.7421052631579,15.3041058504153
103,165.323558419943,160.5420589149,0,1,1,2,0.7,50,1,20,48,0.0256026282415858,28.7421052631579,21.4965888740829
104,168.244320601225,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0276622001361932,26.2368421052632,17.0794360478077
105,185.552374094725,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.028942220484505,29.2631578947368,15.9012697425217
106,167.244195193052,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0322399070685652,27.9578947368421,27.9323511149835
107,170.443141192198,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0261155416365869,27.5631578947368,24.4331615772086
108,169.234122484922,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0256463667563949,28.0105263157895,24.0490891565652
109,175.18669244647,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.030378672388741,25.2315789473684,19.4525693886113
110,182.598502367735,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0310654276888937,28.4210526315789,17.3405335414582
111,165.586265772581,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0304239870224269,21.3210526315789,15.3865607404062
112,171.56612226367,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.029617738554274,26.6947368421053,19.7813686588634
113,167.911787480116,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0276473278307539,26.5157894736842,19.7534851050238
114,168.706340521574,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0290703329729873,28.5631578947368,18.9672163043004
115,175.18669244647,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0282329749902097,28,25.5888666797497
116,165.068995445967,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0285810205134654,27.3105263157895,21.5004387727281
117,171.391834467649,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0316002248913072,28.7157894736842,19.5598672146965
118,167.75259038806,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0260270321582821,26.8736842105263,22.9776794309003
119,166.93410679698,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0193991648762111,28.1473684210526,26.5357648881137
120,172.435310065746,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0207514323596475,29.6947368421053,22.8461575718258
121,163.934023469687,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0232370063113644,28.7947368421053,21.3474121586816
122,167.940924614668,160.5420589149,0,0,1,2,0.7,50,1,20,48,0.0236937015550515,29.8789473684211,27.8934358357663
123,156.20103546977,156.20103546977,0,0,1,2,0.7,50,1,20,48,0.0257359748268232,28.0368421052632,19.6929418100009
124,161.876038998365,156.20103546977,0,0,1,2,0.7,50,1,20,48,0.0294985730505601,26.6105263157895,13.0240861126041
125,150.293645113707,150.293645113707,1,0,1,2,0.7,50,1,20,48,0.032523458430644,29.3315789473684,28.7607679538884
126,152.121610373259,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0351911375497506,24.8052631578947,20.6153706167282
127,155.936319559813,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0411973601612756,24.7684210526316,23.2799373198267
128,178.479876488447,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0338109597777158,26.5210526315789,18.4781929653016
129,166.040621727705,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0364895813135582,27.5263157894737,20.8623193294096
130,176.031342476606,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0277320346769122,25.8631578947368,25.622509937825
131,176.031342476606,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0310800968511846,24.8736842105263,25.8678864796762
132,162.654437988997,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0319997973249891,27.8578947368421,30.9976179278694
133,178.479876488447,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.040113728623464,27.6842105263158,18.5561225839792
134,162.695334404707,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0273702054784883,27.8157894736842,20.9251721489876
135,171.165745705366,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0318317400636943,28.3,24.9999845727271
136,160.418484181166,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0325721014608984,27.3263157894737,24.8332833387033
137,159.483464449644,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0436194810836115,26.8421052631579,14.5800052497517
138,164.778509110212,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0367506868396009,26.3210526315789,20.921939630908
139,163.687882393599,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0438318215016476,26.6263157894737,22.534370843879
140,176.031342476606,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0452474237706365,25.2,14.0724157006289
141,160.292218655348,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0393495480442534,26.2052631578947,15.7832411773939
142,174.509186714888,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0381865072435109,27.6368421052632,29.4618563302915
143,156.712318152189,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0455645189489737,25.9894736842105,9.92406196411332
144,174.509186714888,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.037616653155486,23.0052631578947,19.4706518987584
145,157.826791256666,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0362363510644711,26.2157894736842,20.6770255089683
146,178.479876488447,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0382165242217639,26.6368421052632,31.9740074999557
147,160.418484181166,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0386897705634578,26.5736842105263,17.191649487543
148,166.701089829206,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0375315119155916,26.4526315789474,24.7743534202482
149,155.782082170248,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.034108111102006,27.0894736842105,20.5533814063757
150,157.088766545057,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0294549454870974,25.4315789473684,28.5291395487771
151,159.676711529493,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0420301044743413,27.9210526315789,36.7476609443487
152,157.736536234617,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0395134241720529,27.4263157894737,28.9063434351372
153,177.066771477461,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0388192641709252,27.7105263157895,18.9746917354608
154,162.695334404707,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0391519728358552,26.6157894736842,28.20797715329
155,162.0044092834,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0390755219016029,25.6684210526316,23.7286702953193
156,166.040621727705,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0373531339147275,24.9736842105263,21.441721335181
157,163.687882393599,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0333681598298448,26.7631578947368,20.2248986713047
158,167.940924614668,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0293780831250835,27.2052631578947,25.1439464103207
159,162.654437988997,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0333862763889426,28.5157894736842,34.5525345756403
160,160.245168656111,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0340895323705557,26.7789473684211,29.1878002946908
161,173.155194252729,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0398217351709258,27.2684210526316,21.1563982911306
162,167.940924614668,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0356392453683661,23.9052631578947,13.9061211058451
163,161.138292759657,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0353617077196615,25.3315789473684,25.3516139860407
164,156.143614262342,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0345096290459924,27.1526315789474,28.7344713244874
165,163.687882393599,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0412852358044705,26.5105263157895,14.6267188542232
166,160.245168656111,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.029465896060589,25.5105263157895,26.7046617573533
167,176.031342476606,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0403313573669242,26.6842105263158,18.3766362579617
168,158.459674805403,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0407917196142178,26.7947368421053,23.8274706309517
169,162.654437988997,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0437618058845173,26.7947368421053,16.5218079759927
170,166.613400429487,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0388029885964684,25.2789473684211,14.667109168386
171,161.138292759657,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0400353108459467,26.6578947368421,24.5974136956499
172,163.687882393599,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0415569337667613,25.8789473684211,17.023878563686
173,166.040621727705,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0413938357882317,25.9052631578947,8.57289117882166
174,166.448277443647,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0393060839373783,26.7263157894737,16.1526864047973
175,162.292939156294,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0361155961294309,27.7842105263158,26.5430506438034
176,161.464813917875,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0438912864528973,27.3684210526316,21.4647167155423
177,160.310167521238,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0417646908957453,25.5368421052632,16.6708161667375
178,167.617680519819,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0419948714018036,25.3894736842105,11.2264493844913
179,165.437204927206,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0395412736244181,27.2052631578947,20.585361735218
180,162.259081810713,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0340192682106343,26.7526315789474,23.8465719527259
181,157.826791256666,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0390738209269436,27.1,20.2787406725969
182,159.899778336287,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0393345047894722,25.0578947368421,23.3520531300208
183,171.165745705366,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0400256245079061,24.4421052631579,19.6346998687338
184,166.448277443647,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0327941150156917,23.8736842105263,23.395583341909
185,161.839330643415,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0418687094546425,21.5052631578947,10.9046564860377
186,167.617680519819,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0385346416448165,24.2157894736842,7.6156642703045
187,174.509186714888,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0384557785671119,26.4368421052632,16.1334331477277
188,163.687882393599,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0364564886160681,24.2315789473684,23.5625836784432
189,159.676711529493,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0331533015539568,26.2684210526316,27.423796038185
190,173.155194252729,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0413189016455985,27.7421052631579,21.5084199040327
191,173.155194252729,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0380596851928791,26.5052631578947,14.426404898689
192,157.736536234617,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0362656621132593,21.4105263157895,24.1229953337805
193,165.404381722212,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0442222040489225,25.6947368421053,19.691000833793
194,156.712318152189,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0348520850672573,23.2894736842105,26.3892284716614
195,167.617680519819,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0446645512159445,26.0473684210526,19.9596528999228
196,167.617680519819,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0388508434086277,26.4315789473684,23.2647670057076
197,156.143614262342,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0420889839094514,26.5631578947368,15.2810491535168
198,167.19045445323,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0377872668617039,23.9315789473684,21.738807732027
199,167.307134598494,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.03584689344549,27.0578947368421,26.2519059226298
200,162.821546524763,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0354385843279525,26.6052631578947,25.7929262537325
201,155.782082170248,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0413086147338846,25.6684210526316,23.5554640497713
202,161.138292759657,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0415913980469681,26.1842105263158,18.9605471456435
203,161.839330643415,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0447015730137183,25.9578947368421,19.5634666648659
204,172.648038357496,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0435341549525656,25.8684210526316,17.0283119117972
205,167.940924614668,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0332592690600112,27.3052631578947,28.3041189107115
206,157.088766545057,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0440507011137607,24.7210526315789,18.195260561791
207,162.695334404707,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0399790547709837,26.6894736842105,14.7509471121582
208,159.676711529493,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.038128863102637,26.5210526315789,15.8556359997366
209,164.159635275602,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0412425460862199,26.5105263157895,20.0574718282104
210,167.940924614668,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0388669081159384,27.4684210526316,28.5032708509575
211,171.165745705366,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0398022980934581,24.5210526315789,20.3068104758318
212,173.155194252729,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0399262522554729,23.2105263157895,28.1892147594405
213,168.364349335432,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0404189796095929,26.2105263157895,20.9137589886746
214,162.0044092834,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0452578384163203,26.2052631578947,19.6512065441789
215,159.899778336287,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.034172719328874,27.1473684210526,22.0601400558464
216,162.292939156294,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0405109275258216,26.6210526315789,17.4707969686358
217,159.46739205718,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0353496550316498,22.2263157894737,21.4892998644454
218,162.292939156294,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0443443515892384,26.6,14.5518740857665
219,171.165745705366,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0411051766612802,22.6947368421053,18.2839704774849
220,157.826791256666,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0378083417593178,26.8052631578947,18.1172827421187
221,155.798011153936,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.037327293074128,26.0736842105263,17.4117450263553
222,166.701089829206,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0368525404391694,27.4052631578947,30.3584689864171
223,161.138292759657,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0350390023410113,27.0684210526316,29.7101225869198
224,165.037224262953,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0350098845605649,25.6368421052632,16.4763784311045
225,161.839330643415,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0299646350520098,25.8736842105263,28.361927809227
226,160.418484181166,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0248669226076842,28.5210526315789,22.2834062405259
227,158.766643494368,150.293645113707,0,0,1,2,0.7,50,1,20,48,0.0224306631402943,28.7105263157895,36.2358340691254
