iteration,alpha,beta,sigma,rho,Q,bestLength,bestCurrent,nBestPathAnts,nBestCurrentPathAnts
1,1,1,1,0.8,20,332.668511864595,332.668511864595,0,1
1,1.4,1,1,0.8,20,292.145464616142,292.145464616142,0,1
1,1.8,1,1,0.8,20,220.54389970576,220.54389970576,0,1
1,2.2,1,1,0.8,20,292.566051953681,292.566051953681,0,1
1,2.6,1,1,0.8,20,273.445592480386,273.445592480386,0,1
1,3,1,1,0.8,20,309.71404995141,309.71404995141,0,1
1,1,1.4,1,0.8,20,332.418548649827,332.418548649827,0,1
1,1.4,1.4,1,0.8,20,387.590519974031,387.590519974031,0,1
1,1.8,1.4,1,0.8,20,390.89484682423,390.89484682423,0,1
1,2.2,1.4,1,0.8,20,420.182040531731,420.182040531731,0,1
1,2.6,1.4,1,0.8,20,396.334844116741,396.334844116741,0,1
1,3,1.4,1,0.8,20,377.310380820042,377.310380820042,0,1
1,1,1.8,1,0.8,20,498.304734319463,498.304734319463,0,1
1,1.4,1.8,1,0.8,20,493.769398443362,493.769398443362,0,1
1,1.8,1.8,1,0.8,20,472.229522096633,472.229522096633,0,1
1,2.2,1.8,1,0.8,20,468.829537885096,468.829537885096,0,1
1,2.6,1.8,1,0.8,20,499.637872920343,499.637872920343,0,1
1,3,1.8,1,0.8,20,498.815548938163,498.815548938163,0,1
1,1,2.2,1,0.8,20,496.674379956584,496.674379956584,0,1
1,1.4,2.2,1,0.8,20,526.996749277534,526.996749277534,0,1
1,1.8,2.2,1,0.8,20,510.396633926776,510.396633926776,0,1
1,2.2,2.2,1,0.8,20,493.21961205913,493.21961205913,0,1
1,2.6,2.2,1,0.8,20,488.985500264468,488.985500264468,0,1
1,3,2.2,1,0.8,20,491.557966802216,491.557966802216,0,1
1,1,2.6,1,0.8,20,519.165839134835,519.165839134835,0,1
1,1.4,2.6,1,0.8,20,505.026421941093,505.026421941093,0,1
1,1.8,2.6,1,0.8,20,501.72344757507,501.72344757507,0,1
1,2.2,2.6,1,0.8,20,526.01535139026,526.01535139026,0,1
1,2.6,2.6,1,0.8,20,509.593528349982,509.593528349982,0,1
1,3,2.6,1,0.8,20,495.56644448953,495.56644448953,0,1
1,1,3,1,0.8,20,492.775471205272,492.775471205272,0,1
1,1.4,3,1,0.8,20,480.318306582095,480.318306582095,0,1
1,1.8,3,1,0.8,20,502.909312947386,502.909312947386,0,1
1,2.2,3,1,0.8,20,475.751693726454,475.751693726454,0,1
1,2.6,3,1,0.8,20,509.057823493667,509.057823493667,0,1
1,3,3,1,0.8,20,477.287470741154,477.287470741154,0,1
2,1,1,1,0.8,20,229.316478545825,229.316478545825,0,1
2,1.4,1,1,0.8,20,204.094504009909,204.094504009909,0,1
2,1.8,1,1,0.8,20,205.580555003883,205.580555003883,0,1
2,2.2,1,1,0.8,20,199.321487635998,199.321487635998,0,1
2,2.6,1,1,0.8,20,217.591710803243,217.591710803243,0,1
2,3,1,1,0.8,20,224.798628902465,224.798628902465,0,1
2,1,1.4,1,0.8,20,278.302924431692,278.302924431692,0,1
2,1.4,1.4,1,0.8,20,269.45008625887,269.45008625887,0,1
2,1.8,1.4,1,0.8,20,310.39508541148,310.39508541148,0,1
2,2.2,1.4,1,0.8,20,305.499490959563,305.499490959563,0,1
2,2.6,1.4,1,0.8,20,343.741350443301,343.741350443301,0,1
2,3,1.4,1,0.8,20,340.107402909423,340.107402909423,0,1
2,1,1.8,1,0.8,20,434.316501736024,434.316501736024,0,1
2,1.4,1.8,1,0.8,20,431.785152655508,431.785152655508,0,1
2,1.8,1.8,1,0.8,20,418.58590022285,418.58590022285,0,1
2,2.2,1.8,1,0.8,20,438.609982493162,438.609982493162,0,1
2,2.6,1.8,1,0.8,20,458.377132435655,458.377132435655,0,1
2,3,1.8,1,0.8,20,414.971110427954,414.971110427954,0,1
2,1,2.2,1,0.8,20,474.778712365441,474.778712365441,0,1
2,1.4,2.2,1,0.8,20,479.792181923464,479.792181923464,0,1
2,1.8,2.2,1,0.8,20,483.17826360802,483.17826360802,0,1
2,2.2,2.2,1,0.8,20,493.21961205913,504.861016882128,0,1
2,2.6,2.2,1,0.8,20,488.985500264468,496.44785452762,0,1
2,3,2.2,1,0.8,20,491.557966802216,493.217157371694,0,1
2,1,2.6,1,0.8,20,460.999108562528,460.999108562528,0,1
2,1.4,2.6,1,0.8,20,505.026421941093,506.013946983201,0,1
2,1.8,2.6,1,0.8,20,501.72344757507,501.778232977121,0,1
2,2.2,2.6,1,0.8,20,509.399533521975,509.399533521975,0,1
2,2.6,2.6,1,0.8,20,509.593528349982,520.255288892188,0,1
2,3,2.6,1,0.8,20,495.56644448953,524.798392245979,0,1
2,1,3,1,0.8,20,492.775471205272,494.1052476338,0,1
2,1.4,3,1,0.8,20,459.884411072391,459.884411072391,0,1
2,1.8,3,1,0.8,20,502.909312947386,517.483557466405,0,1
2,2.2,3,1,0.8,20,475.751693726454,484.034577320116,0,1
2,2.6,3,1,0.8,20,509.057823493667,511.779446636369,0,1
2,3,3,1,0.8,20,477.287470741154,481.23464086033,0,1
3,1,1,1,0.8,20,203.826740105555,203.826740105555,0,1
3,1.4,1,1,0.8,20,164.475819595282,164.475819595282,0,1
3,1.8,1,1,0.8,20,188.017635854872,188.017635854872,0,1
3,2.2,1,1,0.8,20,189.250313123583,189.250313123583,0,1
