iteration,alpha,beta,sigma,rho,Q,bestLength,bestCurrent,nBestPathAnts,nBestCurrentPathAnts
1,1,1,1,0.8,0,308.954847323022,308.954847323022,0,1
1,1.4,1,1,0.8,0,289.551513347019,289.551513347019,0,1
1,1.8,1,1,0.8,0,281.409540931777,281.409540931777,0,1
1,2.2,1,1,0.8,0,267.805373007443,267.805373007443,0,1
1,2.6,1,1,0.8,0,266.455035886811,266.455035886811,0,1
1,3,1,1,0.8,0,300.619464808512,300.619464808512,0,1
1,1,1.4,1,0.8,0,314.820254277378,314.820254277378,0,1
1,1.4,1.4,1,0.8,0,392.426378017504,392.426378017504,0,1
1,1.8,1.4,1,0.8,0,371.354787574824,371.354787574824,0,1
1,2.2,1.4,1,0.8,0,395.022032167869,395.022032167869,0,1
1,2.6,1.4,1,0.8,0,392.670549262713,392.670549262713,0,1
1,3,1.4,1,0.8,0,443.276757019515,443.276757019515,0,1
1,1,1.8,1,0.8,0,521.167530314216,521.167530314216,0,1
1,1.4,1.8,1,0.8,0,489.188392991021,489.188392991021,0,1
1,1.8,1.8,1,0.8,0,495.422529804756,495.422529804756,0,1
1,2.2,1.8,1,0.8,0,469.539779564369,469.539779564369,0,1
1,2.6,1.8,1,0.8,0,463.662007504232,463.662007504232,0,1
1,3,1.8,1,0.8,0,487.08547179554,487.08547179554,0,1
1,1,2.2,1,0.8,0,484.109581140251,484.109581140251,0,1
1,1.4,2.2,1,0.8,0,479.491291116188,479.491291116188,0,1
1,1.8,2.2,1,0.8,0,532.953977819123,532.953977819123,0,1
1,2.2,2.2,1,0.8,0,460.58979133054,460.58979133054,0,1
1,2.6,2.2,1,0.8,0,479.534579777425,479.534579777425,0,1
1,3,2.2,1,0.8,0,506.722748261954,506.722748261954,0,1
1,1,2.6,1,0.8,0,492.266931775129,492.266931775129,0,1
1,1.4,2.6,1,0.8,0,495.120848211221,495.120848211221,0,1
1,1.8,2.6,1,0.8,0,486.616046160019,486.616046160019,0,1
1,2.2,2.6,1,0.8,0,436.146533680462,436.146533680462,0,1
1,2.6,2.6,1,0.8,0,517.669052799238,517.669052799238,0,1
1,3,2.6,1,0.8,0,509.261816014143,509.261816014143,0,1
1,1,3,1,0.8,0,473.52669671682,473.52669671682,0,1
1,1.4,3,1,0.8,0,495.408151219032,495.408151219032,0,1
1,1.8,3,1,0.8,0,499.174047661581,499.174047661581,0,1
1,2.2,3,1,0.8,0,465.463962954698,465.463962954698,0,1
1,2.6,3,1,0.8,0,519.523952635026,519.523952635026,0,1
1,3,3,1,0.8,0,486.275295670399,486.275295670399,0,1
2,1,1,1,0.8,0,308.954847323022,530.180089432583,0,1
2,1.4,1,1,0.8,0,289.551513347019,510.50728510734,0,1
2,1.8,1,1,0.8,0,281.409540931777,478.927024387016,0,1
2,2.2,1,1,0.8,0,267.805373007443,462.188897661944,0,1
2,2.6,1,1,0.8,0,266.455035886811,498.607738586667,0,1
2,3,1,1,0.8,0,300.619464808512,524.389857410145,0,1
2,1,1.4,1,0.8,0,314.820254277378,450.465198098868,0,1
2,1.4,1.4,1,0.8,0,392.426378017504,541.574074257623,0,1
2,1.8,1.4,1,0.8,0,371.354787574824,493.375997834103,0,1
2,2.2,1.4,1,0.8,0,395.022032167869,519.495967724499,0,1
2,2.6,1.4,1,0.8,0,392.670549262713,488.385272344414,0,1
2,3,1.4,1,0.8,0,443.276757019515,495.178246140584,0,1
2,1,1.8,1,0.8,0,506.908230480117,506.908230480117,0,1
2,1.4,1.8,1,0.8,0,489.188392991021,508.568957807023,0,1
2,1.8,1.8,1,0.8,0,419.487268130165,419.487268130165,0,1
2,2.2,1.8,1,0.8,0,469.539779564369,477.365682109705,0,1
2,2.6,1.8,1,0.8,0,463.662007504232,493.068420919329,0,1
2,3,1.8,1,0.8,0,481.303875048156,481.303875048156,0,1
2,1,2.2,1,0.8,0,484.109581140251,513.018913627331,0,1
2,1.4,2.2,1,0.8,0,479.491291116188,514.25534483295,0,1
2,1.8,2.2,1,0.8,0,461.211316276219,461.211316276219,0,1
2,2.2,2.2,1,0.8,0,460.58979133054,508.825426196668,0,1
2,2.6,2.2,1,0.8,0,479.534579777425,517.295397938583,0,1
2,3,2.2,1,0.8,0,502.925294647689,502.925294647689,0,1
